variable,x,y
bio12_unc,4058.9744,0.0
bio12_unc,4071.5456000000004,0.0
bio12_unc,4084.1168,0.0
bio12_unc,4096.688,0.0
bio12_unc,4109.2592,0.0
bio12_unc,4121.8304,0.0
bio12_unc,4134.4016,0.0
bio12_unc,4146.9728,0.0
bio12_unc,4159.544,0.0
bio12_unc,4172.1152,0.0
bio12_unc,4184.6864000000005,0.0
bio12_unc,4197.257600000001,0.0
bio12_unc,4209.828799999999,0.0
bio12_unc,4222.4,0.0
bio12_unc,4234.9712,0.0
bio12_unc,4247.5424,0.0
bio12_unc,4260.113600000001,0.0
bio12_unc,4272.6848,0.0
bio12_unc,4285.255999999999,0.0
bio12_unc,4297.8272,0.0
bio12_unc,4310.3984,0.0
bio12_unc,4322.9696,0.0
bio12_unc,4335.540800000001,0.0
bio12_unc,4348.112,0.0
bio12_unc,4360.6832,0.0
bio12_unc,4373.2544,0.0
bio12_unc,4385.8256,0.0
bio12_unc,4398.3968,0.0
bio12_unc,4410.968,0.0
bio12_unc,4423.5392,0.0
bio12_unc,4436.1104000000005,0.0
bio12_unc,4448.681600000001,0.0
bio12_unc,4461.2528,0.0
bio12_unc,4473.824,0.0
bio12_unc,4486.3952,0.0
bio12_unc,4498.9664,0.0
bio12_unc,4511.537600000001,0.0
bio12_unc,4524.108800000001,0.0
bio12_unc,4536.679999999999,0.0
bio12_unc,4549.2512,0.0
bio12_unc,4561.8224,0.0
bio12_unc,4574.3936,0.0
bio12_unc,4586.964800000001,0.0
bio12_unc,4599.536,0.0
bio12_unc,4612.1072,0.0
bio12_unc,4624.6784,0.0
bio12_unc,4637.2496,0.0
bio12_unc,4649.8208,0.0
bio12_unc,4662.392,0.0
bio12_unc,4674.9632,0.0
bio12_unc,4687.5344000000005,0.0
bio12_unc,4700.105600000001,0.0
bio12_unc,4712.6768,0.0
bio12_unc,4725.248,0.0
bio12_unc,4737.8192,0.0
bio12_unc,4750.3904,0.0
bio12_unc,4762.9616000000005,0.0
bio12_unc,4775.532800000001,0.0
bio12_unc,4788.104,0.0
bio12_unc,4800.6752,0.0
bio12_unc,4813.2464,0.0
bio12_unc,4825.8176,0.0
bio12_unc,4838.388800000001,0.0
bio12_unc,4850.96,0.0
bio12_unc,4863.5312,0.0
bio12_unc,4876.1024,0.0
bio12_unc,4888.6736,0.0
bio12_unc,4901.2448,0.0
bio12_unc,4913.816,0.0
bio12_unc,4926.3872,0.0
bio12_unc,4938.9584,0.0
bio12_unc,4951.529600000001,0.0
bio12_unc,4964.1008,0.0
bio12_unc,4976.672,0.0
bio12_unc,4989.2432,0.0
bio12_unc,5001.8144,0.0
bio12_unc,5014.3856000000005,0.0
bio12_unc,5026.956800000001,0.0
bio12_unc,5039.528,0.0
bio12_unc,5052.0992,0.0
bio12_unc,5064.6704,0.0
bio12_unc,5077.2416,0.0
bio12_unc,5089.812800000001,0.0
bio12_unc,5102.384,0.0
bio12_unc,5114.9552,0.0
bio12_unc,5127.5264,0.0
bio12_unc,5140.0976,0.0
bio12_unc,5152.6688,0.0
bio12_unc,5165.24,0.0
bio12_unc,5177.8112,0.0
bio12_unc,5190.3824,0.0
bio12_unc,5202.953600000001,0.0
bio12_unc,5215.5248,0.0
bio12_unc,5228.096,0.0
bio12_unc,5240.6672,0.0
bio12_unc,5253.2384,0.0
bio12_unc,5265.8096000000005,0.0
bio12_unc,5278.380800000001,0.0
bio12_unc,5290.952,0.0
bio12_unc,5303.5232,0.0
bio12_unc,5316.0944,0.0
bio12_unc,5328.6656,0.0
bio12_unc,5341.236800000001,0.0
bio12_unc,5353.808,0.0
bio12_unc,5366.3792,0.0
bio12_unc,5378.950400000001,0.0
bio12_unc,5391.5216,0.0
bio12_unc,5404.0928,0.0
bio12_unc,5416.664,0.0
bio12_unc,5429.2352,0.0
bio12_unc,5441.8064,0.0
bio12_unc,5454.377600000001,0.0
bio12_unc,5466.9488,0.0
bio12_unc,5479.5199999999995,0.0
bio12_unc,5492.0912,0.0
bio12_unc,5504.6624,0.0
bio12_unc,5517.2336000000005,0.0
bio12_unc,5529.804800000001,0.0
bio12_unc,5542.376,0.0
bio12_unc,5554.9472,0.0
bio12_unc,5567.5184,0.0
bio12_unc,5580.0896,0.0
bio12_unc,5592.660800000001,0.0
bio12_unc,5605.232,0.0
bio12_unc,5617.8032,0.0
bio12_unc,5630.374400000001,0.0
bio12_unc,5642.9456,0.0
bio12_unc,5655.5168,0.0
bio12_unc,5668.088,0.0
bio12_unc,5680.6592,0.0
bio12_unc,5693.2304,0.0
bio12_unc,5705.801600000001,0.0
bio12_unc,5718.372800000001,0.0
bio12_unc,5730.9439999999995,0.0
bio12_unc,5743.5152,0.0
bio12_unc,5756.0864,0.0
bio12_unc,5768.6576000000005,0.0
bio12_unc,5781.228800000001,0.0
bio12_unc,5793.8,0.0
