Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.36774E-4,26.267475071,0.557161035,0.178147742,0.21875,0
2.3805E-4,26.505000638,0.559100848,0.177150832,0.25,0
2.39687E-4,26.768175644,0.561576574,0.176054232,0.25,0
2.40638E-4,27.00831911,0.563009291,0.175057322,0.265625,0
2.41895E-4,27.273727792,0.564895551,0.173960722,0.265625,0
2.42829E-4,27.516153972,0.566290132,0.172963812,0.28125,0
2.43367E-4,27.75936861,0.567093296,0.171966903,0.28125,0
2.44458E-4,28.003172884,0.568714502,0.170969993,0.28125,0
2.46066E-4,28.273492789,0.571093776,0.169873392,0.28125,0
2.47445E-4,28.520382583,0.573123124,0.168876483,0.28125,0
2.48305E-4,28.768232897,0.574384036,0.167879573,0.28125,0
2.49071E-4,29.016980341,0.575505433,0.166882664,0.28125,0
2.49586E-4,29.266307807,0.576256076,0.165885754,0.28125,0
2.50423E-4,29.516323149,0.577474594,0.164888845,0.28125,0
2.51238E-4,29.767056744,0.578656818,0.163891935,0.28125,0
2.52326E-4,30.018907689,0.580231475,0.162895025,0.28125,0
2.53262E-4,30.271720927,0.581580547,0.161898116,0.28125,0
2.54309E-4,30.500198219,0.583084933,0.161000897,0.28125,0
2.55056E-4,30.754800781,0.584155237,0.160003988,0.28125,0
2.56889E-4,31.01079683,0.586769424,0.159007078,0.28125,0
2.58497E-4,31.268523843,0.589048922,0.158010168,0.28125,0
2.59415E-4,31.501644648,0.590344337,0.15711295,0.28125,0
2.61238E-4,31.761839116,0.592906371,0.15611604,0.28125,0
2.62595E-4,32.023795494,0.59480199,0.155119131,0.28125,0
2.63957E-4,32.260810388,0.59669594,0.154221912,0.296875,0
2.64555E-4,32.525059127,0.597525434,0.153225002,0.296875,0
2.6602E-4,32.763784001,0.599548046,0.152327784,0.296875,0
2.67147E-4,33.003832039,0.601098275,0.151430565,0.296875,0
2.68109E-4,33.271431083,0.602415873,0.150433656,0.296875,0
2.69644E-4,33.5134228,0.604509984,0.149536437,0.296875,0
2.71244E-4,33.756997071,0.606680431,0.148639218,0.3125,0
2.72538E-4,34.00177092,0.608427364,0.147742,0.328125,0
2.73961E-4,34.274971956,0.610339982,0.14674509,0.328125,0
2.74896E-4,34.521995997,0.611591207,0.145847872,0.328125,0
2.7605E-4,34.769966015,0.613130767,0.144950653,0.328125,0
2.77253E-4,35.01903533,0.61472818,0.144053434,0.328125,0
2.78627E-4,35.269249328,0.616545364,0.143156216,0.328125,0
2.79395E-4,35.52047289,0.617556319,0.142258997,0.328125,0
2.81029E-4,35.772640348,0.619700705,0.141361778,0.328125,0
2.81709E-4,36.025946334,0.620588896,0.14046456,0.328125,0
2.82426E-4,36.251557047,0.621524286,0.139667032,0.328125,0
2.83711E-4,36.506178927,0.6231929,0.138769814,0.328125,0
2.84823E-4,36.762073687,0.624632331,0.137872595,0.328125,0
2.8539E-4,37.018692832,0.625364025,0.136975376,0.328125,0
2.86458E-4,37.27605027,0.626737258,0.136078158,0.328125,0
2.8765E-4,37.50562716,0.628264863,0.13528063,0.328125,0
2.88068E-4,37.764700643,0.628798919,0.134383411,0.328125,0
2.88992E-4,38.024530739,0.629977464,0.133486193,0.328125,0
2.8982E-4,38.25612818,0.631029457,0.132688665,0.328125,0
2.92134E-4,38.517749409,0.633954871,0.131791447,0.328125,0
2.93987E-4,38.752147192,0.636280744,0.130993919,0.328125,0
2.94582E-4,39.016991287,0.637024913,0.1300967,0.328125,0
2.96011E-4,39.253334568,0.638805543,0.129299173,0.328125,0
2.97012E-4,39.520192359,0.64004719,0.128401954,0.328125,0
2.98128E-4,39.758218885,0.641425555,0.127604426,0.328125,0
2.99632E-4,40.027270431,0.643276355,0.126707208,0.328125,0
3.00328E-4,40.267431905,0.644130211,0.12590968,0.328125,0
3.01364E-4,40.508233234,0.645395384,0.125112152,0.34375,0
3.02603E-4,40.780062644,0.646903757,0.124214934,0.34375,0
3.04423E-4,41.022852322,0.649107939,0.123417406,0.34375,0
3.05682E-4,41.266935909,0.650624465,0.122619878,0.359375,0
3.07082E-4,41.512231285,0.652302746,0.121822351,0.359375,0
3.08228E-4,41.758541803,0.653670861,0.121024823,0.359375,0
3.09255E-4,42.005569328,0.654892188,0.120227295,0.359375,0
3.10217E-4,42.253445161,0.656032582,0.119429768,0.359375,0
3.13295E-4,42.503171891,0.659656107,0.11863224,0.359375,0
3.14706E-4,42.754488605,0.661303877,0.117834712,0.359375,0
3.15672E-4,43.006839068,0.662427932,0.117037185,0.359375,0
3.16598E-4,43.259763661,0.663501403,0.116239657,0.375,0
3.19174E-4,43.514177439,0.666470492,0.115442129,0.375,0
3.20105E-4,43.769952987,0.667536747,0.114644602,0.375,0
3.22938E-4,44.026934735,0.670761355,0.113847074,0.375,0
3.23985E-4,44.253274455,0.671945444,0.113149237,0.375,0
3.25465E-4,44.513159306,0.673611156,0.11235171,0.390625,0
3.27059E-4,44.77401951,0.675395932,0.111554182,0.390625,0
3.28432E-4,45.003493491,0.676925052,0.110856345,0.390625,0
3.31065E-4,45.267337861,0.679838252,0.110058818,0.40625,0
3.32986E-4,45.532965736,0.681948005,0.10926129,0.40625,0
3.34959E-4,45.766875666,0.684099255,0.108563453,0.40625,0
3.36281E-4,46.002068958,0.685532769,0.107865617,0.40625,0
3.38993E-4,46.271917219,0.688452711,0.107068089,0.421875,0
3.40048E-4,46.509497739,0.689580929,0.106370252,0.421875,0
3.42071E-4,46.782487932,0.691734143,0.105572725,0.421875,0
3.43344E-4,47.022482131,0.693080978,0.104874888,0.421875,0
3.45118E-4,47.263752051,0.694949065,0.104177051,0.4375,0
3.46312E-4,47.505801733,0.696198898,0.103479214,0.453125,0
3.47549E-4,47.783338697,0.697489478,0.102681687,0.453125,0
3.48927E-4,48.027191731,0.698920183,0.10198385,0.453125,0
3.51081E-4,48.272606432,0.701143234,0.101286013,0.453125,0
3.52446E-4,48.518629865,0.70254318,0.100588177,0.46875,0
3.53829E-4,48.765773836,0.703954587,0.09989034,0.46875,0
3.55968E-4,49.014278946,0.706124779,0.099192503,0.484375,0
3.57682E-4,49.263931605,0.707852923,0.098494667,0.484375,0
3.59445E-4,49.514843419,0.709619733,0.09779683,0.5,0
3.61452E-4,49.767241786,0.711617314,0.097098993,0.5,0
3.63089E-4,50.020940436,0.71323685,0.096401156,0.5,0
3.64256E-4,50.275565529,0.714385728,0.09570332,0.5,0
3.65536E-4,50.531030121,0.715640877,0.095005483,0.5,0
3.66791E-4,50.750777329,0.716866219,0.094407337,0.5,0
3.69306E-4,51.008676566,0.719304686,0.093709501,0.5,0
3.70302E-4,51.267459321,0.720265263,0.093011664,0.5,0
3.71663E-4,51.527121212,0.721572111,0.092313827,0.5,0
3.73174E-4,51.750659452,0.723015469,0.091715681,0.5,0
3.74639E-4,52.01241669,0.724408008,0.091017845,0.5,0
3.75394E-4,52.27491735,0.725123219,0.090320008,0.5,0
3.76089E-4,52.500387454,0.725779631,0.089721862,0.5,0
3.76723E-4,52.763888012,0.726377031,0.089024026,0.5,0
3.78196E-4,53.02821625,0.727759634,0.088326189,0.5,0
3.7947E-4,53.255549415,0.728950195,0.087728043,0.5,0
3.80228E-4,53.521455967,0.729656524,0.087030206,0.5,0
3.81988E-4,53.750094874,0.731287842,0.086432061,0.515625,0
3.84045E-4,54.018229843,0.73318304,0.085734224,0.515625,0
3.85055E-4,54.287491643,0.734108542,0.085036387,0.515625,0
3.85857E-4,54.518804468,0.734840898,0.084438241,0.515625,0
3.86834E-4,54.750643617,0.735730622,0.083840096,0.515625,0
3.88883E-4,55.022188445,0.737587006,0.083142259,0.515625,0
3.90036E-4,55.255792876,0.738625481,0.082544113,0.515625,0
3.91601E-4,55.529289094,0.740029541,0.081846277,0.515625,0
3.92079E-4,55.764382636,0.740456017,0.081248131,0.515625,0
3.93884E-4,56.000368822,0.742063475,0.080649985,0.515625,0
3.95376E-4,56.276838691,0.743384075,0.079952148,0.515625,0
3.97852E-4,56.514607556,0.745560042,0.079354003,0.515625,0
3.99086E-4,56.753806222,0.746637896,0.078755857,0.515625,0
4.00781E-4,57.033839789,0.748111222,0.07805802,0.515625,0
4.02484E-4,57.274856907,0.749582822,0.077459874,0.515625,0
4.04652E-4,57.517243853,0.751443683,0.076861729,0.515625,0
4.05948E-4,57.760385186,0.752548836,0.076263583,0.515625,0
4.06302E-4,58.004096603,0.752850604,0.075665437,0.515625,0
4.07701E-4,58.289100476,0.754037233,0.0749676,0.53125,0
4.0903E-4,58.534240188,0.755158985,0.074369455,0.53125,0
4.10975E-4,58.780511551,0.756791645,0.073771309,0.546875,0
4.12416E-4,59.027429178,0.757994606,0.073173163,0.546875,0
4.1518E-4,59.275815527,0.760284636,0.072575017,0.546875,0
4.17019E-4,59.525512859,0.761796531,0.071976872,0.546875,0
4.1874E-4,59.77639264,0.763202504,0.071378726,0.546875,0
4.19656E-4,60.028011419,0.763947409,0.07078058,0.546875,0
4.20996E-4,60.280094897,0.765033463,0.070182434,0.546875,0
4.23004E-4,60.533510206,0.766650677,0.069584289,0.546875,0
4.23703E-4,60.787569856,0.767211556,0.068986143,0.546875,0
4.24646E-4,61.042038104,0.767965204,0.068387997,0.546875,0
4.25459E-4,61.254614963,0.768612918,0.067889542,0.546875,0
4.27374E-4,61.510816769,0.770132543,0.067291397,0.546875,0
4.29156E-4,61.767787416,0.771537186,0.066693251,0.546875,0
4.30342E-4,62.025611041,0.772467876,0.066095105,0.546875,0
4.30896E-4,62.284024769,0.772901164,0.065496959,0.546875,0
4.32235E-4,62.500012928,0.773944905,0.064998505,0.546875,0
4.34226E-4,62.759977385,0.775487619,0.064400359,0.546875,0
4.36061E-4,63.021169692,0.776900344,0.063802213,0.546875,0
4.38682E-4,63.283892121,0.778903402,0.063204067,0.546875,0
4.40264E-4,63.503814417,0.78010339,0.062705613,0.546875,0
4.41822E-4,63.768496068,0.781278317,0.062107467,0.546875,0
4.43489E-4,64.034222241,0.782529158,0.061509321,0.546875,0
4.44526E-4,64.256196487,0.783304014,0.061010866,0.546875,0
4.47016E-4,64.523538271,0.7851519,0.060412721,0.546875,0
4.48776E-4,64.792162655,0.786449113,0.059814575,0.546875,0
4.50553E-4,65.016947991,0.787750663,0.05931612,0.5625,0
4.53134E-4,65.28817506,0.789626861,0.058717974,0.578125,0
4.54557E-4,65.515110921,0.790654515,0.058219519,0.578125,0
4.55567E-4,65.788259864,0.791380206,0.057621374,0.59375,0
4.55958E-4,66.016121865,0.791660881,0.057122919,0.59375,0
4.56925E-4,66.290158301,0.792352911,0.056524773,0.59375,0
4.59207E-4,66.519401347,0.793976353,0.056026318,0.59375,0
4.60551E-4,66.795329878,0.794926651,0.055428173,0.59375,0
4.64231E-4,67.02679,0.797506531,0.054929718,0.59375,0
4.67517E-4,67.259533578,0.79978303,0.054431263,0.59375,0
4.69951E-4,67.54082216,0.801452255,0.053833117,0.609375,0
4.71875E-4,67.776331877,0.802762142,0.053334663,0.609375,0
4.74057E-4,68.013082224,0.804236942,0.052836208,0.609375,0
4.75298E-4,68.250508932,0.805071076,0.052337753,0.609375,0
4.76822E-4,68.535995692,0.806090246,0.051739607,0.625,0
4.78551E-4,68.774997084,0.807240162,0.051241152,0.625,0
4.79646E-4,69.014500542,0.807965148,0.050742698,0.625,0
4.81618E-4,69.255006312,0.809263875,0.050244243,0.625,0
4.85384E-4,69.545117097,0.811718897,0.049646097,0.625,0
4.85758E-4,69.787928257,0.811960678,0.049147642,0.625,0
4.87392E-4,70.031029944,0.813014737,0.048649188,0.625,0
4.88982E-4,70.275229074,0.814034693,0.048150733,0.625,0
4.89448E-4,70.519826009,0.814332968,0.047652278,0.625,0
4.91229E-4,70.76504752,0.815466757,0.047153823,0.640625,0
4.92863E-4,71.011170397,0.816501474,0.046655368,0.65625,0
4.94113E-4,71.258068192,0.817288565,0.046156914,0.671875,0
4.95474E-4,71.505556294,0.818142433,0.045658459,0.671875,0
4.97633E-4,71.753833802,0.819487673,0.045160004,0.6875,0
4.99689E-4,72.003435818,0.820760312,0.044661549,0.6875,0
5.02069E-4,72.253824188,0.822221481,0.044163094,0.6875,0
5.04044E-4,72.505543663,0.823425489,0.04366464,0.6875,0
5.05682E-4,72.758051698,0.824417889,0.043166185,0.6875,0
5.08281E-4,73.011574912,0.82598048,0.04266773,0.6875,0
5.09525E-4,73.266055342,0.826723893,0.042169275,0.6875,0
5.10547E-4,73.521082753,0.827331799,0.04167082,0.6875,0
5.11484E-4,73.776596122,0.827887577,0.041172366,0.6875,0
5.13749E-4,74.032767769,0.82922353,0.040673911,0.6875,0
5.15211E-4,74.290095708,0.830080519,0.040175456,0.6875,0
5.16375E-4,74.548146521,0.830759599,0.039677001,0.6875,0
5.16562E-4,74.754740711,0.830868238,0.039278237,0.6875,0
5.1992E-4,75.014119829,0.832810686,0.038779783,0.6875,0
5.21115E-4,75.27440334,0.83349662,0.038281328,0.6875,0
5.23115E-4,75.535433482,0.834638293,0.037782873,0.6875,0
5.27048E-4,75.798458752,0.836860914,0.037284418,0.6875,0
5.2964E-4,76.009970199,0.838308885,0.036885654,0.6875,0
5.32291E-4,76.275678508,0.839777094,0.0363872,0.6875,0
5.33872E-4,76.542331655,0.840645964,0.035888745,0.6875,0
5.3652E-4,76.756708967,0.842091277,0.035489981,0.6875,0
5.38365E-4,77.025485591,0.843090067,0.034991526,0.6875,0
5.40096E-4,77.295189644,0.84402176,0.034493071,0.6875,0
5.40752E-4,77.51142223,0.844373406,0.034094308,0.6875,0
5.43067E-4,77.782427913,0.845608124,0.033595853,0.703125,0
5.43834E-4,78.054204823,0.846014962,0.033097398,0.703125,0
5.45044E-4,78.272114737,0.846654448,0.032698634,0.703125,0
5.47849E-4,78.54542451,0.848127252,0.032200179,0.703125,0
5.5014E-4,78.765056153,0.849319174,0.031801416,0.703125,0
5.53992E-4,79.041124119,0.85130285,0.031302961,0.71875,0
5.56885E-4,79.263518639,0.852775257,0.030904197,0.71875,0
5.60157E-4,79.542786037,0.85442337,0.030405742,0.71875,0
5.61805E-4,79.767216362,0.855246283,0.030006978,0.71875,0
5.6547E-4,80.049073187,0.857059875,0.029508524,0.71875,0
5.66616E-4,80.275532031,0.857622505,0.02910976,0.734375,0
5.67969E-4,80.50236515,0.858283487,0.028710996,0.734375,0
5.70052E-4,80.786892652,0.859295324,0.028212541,0.734375,0
5.7111E-4,81.015131669,0.859806688,0.027813777,0.734375,0
5.72631E-4,81.301136978,0.860538221,0.027315323,0.734375,0
5.75164E-4,81.530724536,0.861748213,0.026916559,0.734375,0
5.7754E-4,81.761620853,0.862873811,0.026517795,0.75,0
5.83023E-4,82.052050945,0.865435999,0.02601934,0.75,0
5.8441E-4,82.285626594,0.866076805,0.025620576,0.75,0
5.86725E-4,82.519807373,0.867138941,0.025221812,0.75,0
5.91155E-4,82.75530857,0.869148355,0.024823049,0.75,0
5.94815E-4,83.051683168,0.870785952,0.024324594,0.765625,0
5.98775E-4,83.290238358,0.872534169,0.02392583,0.765625,0
5.99445E-4,83.529884875,0.872827641,0.023527066,0.765625,0
6.03365E-4,83.770642318,0.87453094,0.023128302,0.78125,0
6.05024E-4,84.012343469,0.875244919,0.022729538,0.78125,0
6.08948E-4,84.255072623,0.876917719,0.022330775,0.78125,0
6.11713E-4,84.56049039,0.878083268,0.02183232,0.796875,0
6.13187E-4,84.805640288,0.878699747,0.021433556,0.796875,0
6.15384E-4,85.0514075,0.879613304,0.021034792,0.8125,0
6.18516E-4,85.298728738,0.880903486,0.020636028,0.8125,0
6.19756E-4,85.546358019,0.881410094,0.020237264,0.8125,0
6.20962E-4,85.7945027,0.881901077,0.019838501,0.8125,0
6.24391E-4,86.04363453,0.883286205,0.019439737,0.8125,0
6.26214E-4,86.293939103,0.884016008,0.019040973,0.8125,0
6.30917E-4,86.545752438,0.88587754,0.018642209,0.8125,0
6.33396E-4,86.798579835,0.886846451,0.018243445,0.8125,0
6.35809E-4,87.052658172,0.887781782,0.017844681,0.8125,0
6.41603E-4,87.30890079,0.889996595,0.017445918,0.8125,0
6.42538E-4,87.501593817,0.890349773,0.017146845,0.8125,0
6.44481E-4,87.758998448,0.891080255,0.016748081,0.828125,0
6.47131E-4,88.017395092,0.892068805,0.016349317,0.828125,0
6.49009E-4,88.276737252,0.892763677,0.015950553,0.828125,0
6.50137E-4,88.536645495,0.893179322,0.015551789,0.828125,0
6.51743E-4,88.797137006,0.893767842,0.015153026,0.828125,0
6.52557E-4,89.058032014,0.894064679,0.014754262,0.828125,0
6.55714E-4,89.25423651,0.895209007,0.014455189,0.828125,0
6.59958E-4,89.517805142,0.896728101,0.014056425,0.828125,0
6.62433E-4,89.782559449,0.89760349,0.013657661,0.828125,0
6.65173E-4,90.048148983,0.898564278,0.013258897,0.828125,0
6.70417E-4,90.315134122,0.900377772,0.012860134,0.828125,0
6.73194E-4,90.516867281,0.90132477,0.012561061,0.828125,0
6.78672E-4,90.787275797,0.903167095,0.012162297,0.828125,0
6.79909E-4,91.059150839,0.903578153,0.011763533,0.84375,0
6.8164E-4,91.263589018,0.904150668,0.01146446,0.84375,0
6.89794E-4,91.537974382,0.906802098,0.011065696,0.859375,0
6.93013E-4,91.81472619,0.907828458,0.010666933,0.875,0
6.95702E-4,92.023142353,0.908677331,0.01036786,0.875,0
6.9718E-4,92.301731364,0.909140272,0.009969096,0.875,0
7.00055E-4,92.511310089,0.910034643,0.009670023,0.875,0
7.02628E-4,92.79206908,0.910827482,0.009271259,0.875,0
7.0543E-4,93.003421997,0.911682898,0.008972186,0.875,0
7.18232E-4,93.288954374,0.91548807,0.008573422,0.875,0
7.21171E-4,93.504955511,0.916338178,0.00827435,0.875,0
7.26212E-4,93.794575163,0.917776613,0.007875586,0.875,0
7.30655E-4,94.013281081,0.919023964,0.007576513,0.890625,0
7.33158E-4,94.306315449,0.91971822,0.007177749,0.890625,0
7.38588E-4,94.527501836,0.921203936,0.006878676,0.890625,0
7.42161E-4,94.823666908,0.922166475,0.006479912,0.890625,0
7.44963E-4,95.046682641,0.922913133,0.006180839,0.890625,0
7.47615E-4,95.270904878,0.923613373,0.005881767,0.90625,0
7.55212E-4,95.571735121,0.925583733,0.005483003,0.90625,0
7.56164E-4,95.798496476,0.925826981,0.00518393,0.90625,0
7.64597E-4,96.026375194,0.927947954,0.004884857,0.90625,0
7.69112E-4,96.256949666,0.929058614,0.004585784,0.90625,0
7.76052E-4,96.56671234,0.930732167,0.00418702,0.921875,0
7.8117E-4,96.800532394,0.931941055,0.003887947,0.9375,0
7.82368E-4,97.035158679,0.932221014,0.003588874,0.9375,0
7.90732E-4,97.271350416,0.934143412,0.003289802,0.9375,0
8.08261E-4,97.512937443,0.937997488,0.002990729,0.9375,0
8.13484E-4,97.756589247,0.939101544,0.002691656,0.96875,0
8.15933E-4,98.001213278,0.939612591,0.002392583,0.96875,0
8.25097E-4,98.329993928,0.941486616,0.001993819,0.984375,0
8.36558E-4,98.579734227,0.943748856,0.001694746,0.984375,0
8.4623E-4,98.832398755,0.945589604,0.001395673,0.984375,0
8.47261E-4,99.001778526,0.945782322,0.001196291,0.984375,0
