variable,x,y
bio1_unc,117.92959999999997,1.5876368706813082E-5
bio1_unc,118.91119999999992,1.8526568965171464E-5
bio1_unc,119.8928,2.1595953512587585E-5
bio1_unc,120.87439999999995,2.51468281931011E-5
bio1_unc,121.85599999999997,2.925014450738672E-5
bio1_unc,122.83759999999998,3.398644184926525E-5
bio1_unc,123.81919999999994,3.9447251765523106E-5
bio1_unc,124.80080000000001,4.573631304083392E-5
bio1_unc,125.78239999999997,5.297113966662437E-5
bio1_unc,126.76399999999998,6.128443783381954E-5
bio1_unc,127.7456,7.082625234033912E-5
bio1_unc,128.72719999999995,8.176582923624665E-5
bio1_unc,129.70879999999997,9.429354395251721E-5
bio1_unc,130.69039999999998,1.0862379713216797E-4
bio1_unc,131.672,1.2499735748860985E-4
bio1_unc,132.65359999999995,1.4368430129252374E-4
bio1_unc,133.63519999999997,1.6498724289704114E-4
bio1_unc,134.61679999999998,1.892451400635764E-4
bio1_unc,135.59839999999994,2.1683552768081427E-4
bio1_unc,136.58,2.481807896401733E-4
bio1_unc,137.56159999999997,2.837512583937496E-4
bio1_unc,138.54319999999993,3.240701335016638E-4
bio1_unc,139.5248,3.6971885128878057E-4
bio1_unc,140.50639999999996,4.213424981571734E-4
bio1_unc,141.48799999999997,4.796567955054343E-4
bio1_unc,142.46959999999999,5.454507190734148E-4
bio1_unc,143.45119999999994,6.195986061356962E-4
bio1_unc,144.43279999999996,7.030642591416836E-4
bio1_unc,145.41439999999997,7.969090947881341E-4
bio1_unc,146.396,9.023005259223282E-4
bio1_unc,147.37759999999994,0.0010205204598605633
bio1_unc,148.35919999999996,0.0011529767652973533
bio1_unc,149.34079999999997,0.0013012040872126818
bio1_unc,150.3224,0.001466885907575488
bio1_unc,151.304,0.0016518572811037302
bio1_unc,152.28559999999996,0.001858117408119142
bio1_unc,153.26719999999997,0.002087840111926198
bio1_unc,154.2488,0.002343385247513652
bio1_unc,155.23039999999995,0.0026273110415786505
bio1_unc,156.21200000000002,0.002942389342933893
bio1_unc,157.19359999999998,0.003291598055511713
bio1_unc,158.17519999999993,0.0036781614180654287
bio1_unc,159.1568,0.004105543252080679
bio1_unc,160.13839999999996,0.004577460698783398
bio1_unc,161.11999999999992,0.005097896326333284
bio1_unc,162.1016,0.005671108141541481
bio1_unc,163.08319999999995,0.006301647052168846
bio1_unc,164.06479999999996,0.006994325201958418
bio1_unc,165.04639999999998,0.007754282094538212
bio1_unc,166.02799999999993,0.008586950600147247
bio1_unc,167.00959999999995,0.009498068131506443
bio1_unc,167.99119999999996,0.010493680834770203
bio1_unc,168.97279999999998,0.011580139398574829
bio1_unc,169.95439999999994,0.01276411209255457
bio1_unc,170.93599999999995,0.014052508398890495
bio1_unc,171.91759999999996,0.015452573075890541
bio1_unc,172.89919999999992,0.016971800476312637
bio1_unc,173.8808,0.018617933616042137
bio1_unc,174.86239999999995,0.020398946478962898
bio1_unc,175.8439999999999,0.022323008626699448
bio1_unc,176.82559999999998,0.02439848892390728
bio1_unc,177.80719999999994,0.026633787900209427
bio1_unc,178.7888,0.029037484899163246
bio1_unc,179.77039999999997,0.03161817044019699
bio1_unc,180.75199999999992,0.03438441455364227
bio1_unc,181.7336,0.037344712764024734
bio1_unc,182.71519999999995,0.040507420897483826
bio1_unc,183.69679999999997,0.043880682438611984
bio1_unc,184.67839999999998,0.04747242107987404
bio1_unc,185.65999999999994,0.051290035247802734
bio1_unc,186.64159999999995,0.055340636521577835
bio1_unc,187.62319999999997,0.05963076651096344
bio1_unc,188.60479999999998,0.0641663521528244
bio1_unc,189.58639999999994,0.06895264238119125
bio1_unc,190.56799999999996,0.07399409264326096
bio1_unc,191.54959999999997,0.07929437607526779
bio1_unc,192.53119999999993,0.08485599607229233
bio1_unc,193.5128,0.09068066626787186
bio1_unc,194.49439999999996,0.09676894545555115
bio1_unc,195.4759999999999,0.10312024503946304
bio1_unc,196.45759999999999,0.10973276942968369
bio1_unc,197.43919999999994,0.11660349369049072
bio1_unc,198.42079999999996,0.12372822314500809
bio1_unc,199.40239999999997,0.13110114634037018
bio1_unc,200.38399999999993,0.138715460896492
bio1_unc,201.36559999999994,0.14656300842761993
bio1_unc,202.34719999999996,0.15463431179523468
bio1_unc,203.32879999999997,0.16291870176792145
bio1_unc,204.3104,0.17140430212020874
bio1_unc,205.29199999999994,0.18007826805114746
bio1_unc,206.27359999999996,0.18892626464366913
bio1_unc,207.25519999999997,0.19793345034122467
