Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
3.3585E-4,34.271051437,0.50994005,0.133320028,0.296875,0
3.37373E-4,34.506761341,0.511070173,0.132621495,0.296875,0
3.39189E-4,34.777409109,0.512411616,0.131823171,0.296875,0
3.40544E-4,35.01541384,0.513407627,0.131124638,0.296875,0
3.4223E-4,35.254310169,0.514641772,0.130426105,0.296875,0
3.4379E-4,35.528845925,0.515777078,0.129627782,0.296875,0
3.44784E-4,35.769883705,0.516498161,0.128929249,0.296875,0
3.46448E-4,36.011849147,0.517700435,0.128230715,0.3125,0
3.50065E-4,36.255881607,0.520293731,0.127532182,0.34375,0
3.53139E-4,36.5023863,0.522475477,0.126833649,0.34375,0
3.56106E-4,36.750787334,0.524562435,0.126135116,0.34375,0
3.5767E-4,37.000710007,0.525654879,0.125436583,0.34375,0
3.59308E-4,37.251628541,0.526794134,0.12473805,0.34375,0
3.60316E-4,37.503491283,0.527492709,0.124039517,0.34375,0
3.62786E-4,37.756565644,0.529194798,0.123340984,0.34375,0
3.63874E-4,38.01087836,0.529941069,0.122642451,0.359375,0
3.64834E-4,38.265988821,0.530597417,0.121943918,0.359375,0
3.67068E-4,38.522462807,0.532117006,0.121245385,0.359375,0
3.68693E-4,38.780063386,0.533216692,0.120546852,0.359375,0
3.70727E-4,39.001968214,0.534585786,0.119948109,0.359375,0
3.71905E-4,39.261954934,0.535375586,0.119249576,0.359375,0
3.74412E-4,39.523160218,0.537045766,0.118551043,0.359375,0
3.7591E-4,39.785803275,0.538038962,0.11785251,0.390625,0
3.76536E-4,40.011577684,0.538452091,0.117253767,0.390625,0
3.79248E-4,40.27641959,0.540235246,0.116555234,0.390625,0
3.80858E-4,40.504335117,0.541287382,0.115956491,0.390625,0
3.81982E-4,40.771353009,0.542019142,0.115257958,0.390625,0
3.8315E-4,41.000804833,0.542776503,0.114659216,0.390625,0
3.84658E-4,41.269684146,0.543751512,0.113960683,0.390625,0
3.85845E-4,41.500889343,0.544515458,0.11336194,0.390625,0
3.87026E-4,41.77142184,0.54527346,0.112663407,0.390625,0
3.88605E-4,42.004197559,0.546282653,0.112064664,0.390625,0
3.89995E-4,42.276641898,0.547167448,0.111366131,0.390625,0
3.91702E-4,42.511167552,0.548249588,0.110767388,0.40625,0
3.9398E-4,42.786152849,0.549685201,0.110068855,0.40625,0
3.95954E-4,43.023012646,0.550922439,0.109470113,0.40625,0
3.98204E-4,43.261406007,0.552323853,0.10887137,0.40625,0
3.99515E-4,43.500847658,0.553136072,0.108272627,0.4375,0
4.02238E-4,43.781495327,0.554814739,0.107574094,0.4375,0
4.03133E-4,44.023125189,0.555363481,0.106975352,0.453125,0
4.04389E-4,44.265612258,0.55613148,0.106376609,0.453125,0
4.06074E-4,44.50870785,0.55715797,0.105777866,0.453125,0
4.07658E-4,44.753030068,0.55811811,0.105179124,0.46875,0
4.09619E-4,45.039349667,0.559300992,0.104480591,0.46875,0
4.10973E-4,45.285493431,0.560114546,0.103881848,0.46875,0
4.13423E-4,45.532852398,0.561578756,0.103283105,0.46875,0
4.14821E-4,45.781311664,0.562409726,0.102684363,0.46875,0
4.1543E-4,46.030381324,0.562770205,0.10208562,0.46875,0
4.16781E-4,46.280193928,0.56356909,0.101486878,0.46875,0
4.17869E-4,46.530501586,0.564210405,0.100888135,0.46875,0
4.19506E-4,46.781696064,0.565171393,0.100289392,0.46875,0
4.20359E-4,47.033638143,0.56567031,0.09969065,0.46875,0
4.2127E-4,47.286101184,0.566202186,0.099091907,0.46875,0
4.2232E-4,47.539181823,0.566813569,0.098493164,0.46875,0
4.23469E-4,47.750680345,0.567480875,0.097994212,0.46875,0
4.24315E-4,48.005016508,0.567970603,0.09739547,0.46875,0
4.25129E-4,48.259921832,0.568440729,0.096796727,0.46875,0
4.26167E-4,48.515469477,0.56903871,0.096197984,0.46875,0
4.27806E-4,48.771861475,0.569979785,0.095599242,0.46875,0
4.29081E-4,49.028755561,0.570709153,0.095000499,0.46875,0
4.29928E-4,49.286456723,0.571192454,0.094401756,0.46875,0
4.3108E-4,49.501734231,0.571847553,0.093902804,0.46875,0
4.32564E-4,49.761006961,0.572688909,0.093304061,0.46875,0
4.33658E-4,50.020969962,0.573306688,0.092705319,0.46875,0
4.34806E-4,50.281487993,0.573953445,0.092106576,0.46875,0
4.35914E-4,50.542942832,0.574575341,0.091507834,0.46875,0
4.37254E-4,50.761163074,0.575325852,0.091008881,0.5,0
4.37855E-4,51.023750479,0.575661108,0.090410139,0.515625,0
4.40249E-4,51.287205191,0.57699277,0.089811396,0.515625,0
4.41515E-4,51.507671995,0.577693545,0.089312444,0.53125,0
4.42081E-4,51.772753911,0.57800592,0.088713701,0.53125,0
4.43482E-4,52.038510213,0.578777259,0.088114959,0.53125,0
4.44022E-4,52.260423598,0.579073994,0.087616006,0.53125,0
4.44736E-4,52.527067686,0.57946545,0.087017264,0.53125,0
4.45411E-4,52.794143143,0.579835408,0.086418521,0.53125,0
